SNo,Date,Account Name,Amount,Voucher No
1219,14/11/2024, POS Billing,3207,REG3866
1220,28/11/2024, POS Billing,2396,REG4062
1221,05/12/2024, POS Billing,3543,REG4175
1222,21/05/2024, POS Billing,2952,REG1293
1223,09/07/2024, POS Billing,1429,REG2017
1224,13/08/2024, POS Billing,1434,REG2538
1225,17/09/2024, POS Billing,2624,REG3021
1226,05/11/2024, POS Billing,2695,REG3733
1227,07/05/2024, POS Billing,1278,REG1080
1228,14/05/2024, POS Billing,2880,REG1191
1229,28/05/2024, POS Billing,1346,REG1390
1230,12/06/2024, POS Billing,870,REG1574
1231,18/06/2024, POS Billing,735,REG1675
1232,25/06/2024, POS Billing,1491,REG1788
1233,02/07/2024, POS Billing,1191,REG1902
1234,09/07/2024, POS Billing,1339,REG2014
1235,16/07/2024, POS Billing,908,REG2124
1236,23/07/2024, POS Billing,1666,REG2233
1237,31/07/2024, POS Billing,1796,REG2316
1238,06/08/2024, POS Billing,1037,REG2422
1239,13/08/2024, POS Billing,2042,REG2534
1240,01/05/2024, POS Billing,1994,REG996
1241,08/05/2024, POS Billing,3844,REG1102
1242,15/05/2024, POS Billing,444,REG1207
1243,22/05/2024, POS Billing,3600,REG1303
1244,29/05/2024, POS Billing,1474,REG1412
1245,13/06/2024, POS Billing,3725,REG1586
1246,19/06/2024, POS Billing,1781,REG1693
1247,26/06/2024, POS Billing,1791,REG1803
1248,03/07/2024, POS Billing,2333,REG1920
1249,10/07/2024, POS Billing,2206,REG2026
1250,17/07/2024, POS Billing,1358,REG2142
1251,24/07/2024, POS Billing,2922,REG2245
1252,31/07/2024, POS Billing,2148,REG2331
1253,07/08/2024, POS Billing,2090,REG2442
1254,15/08/2024, POS Billing,2383,REG2549
1255,22/08/2024, POS Billing,2191,REG2622
1256,28/08/2024, POS Billing,2257,REG2729
1257,04/09/2024, POS Billing,1569,REG2842
1258,11/09/2024, POS Billing,1551,REG2940
1259,18/09/2024, POS Billing,3053,REG3034
1260,25/09/2024, POS Billing,2960,REG3138
1261,02/10/2024, POS Billing,1129,REG3235
1262,09/10/2024, POS Billing,2582,REG3344
1263,16/10/2024, POS Billing,1600,REG3452
1264,23/10/2024, POS Billing,1687,REG3555
1265,29/10/2024, POS Billing,1399,REG3660
1266,06/11/2024, POS Billing,2421,REG3743
1267,13/11/2024, POS Billing,1314,REG3852
1268,21/11/2024, POS Billing,2381,REG3940
1269,27/11/2024, POS Billing,2061,REG4041
1270,04/12/2024, POS Billing,3290,REG4156
1271,02/05/2024, POS Billing,5477,REG1001
1272,04/05/2024, POS Billing,290,REG1047
1273,09/05/2024, POS Billing,3536,REG1111
1274,16/05/2024, POS Billing,6194.5,REG1217
1275,23/05/2024, POS Billing,2580,REG1314
1276,30/05/2024, POS Billing,6624,REG1418
1277,07/06/2024, POS Billing,2295,REG1525
1278,20/06/2024, POS Billing,2698,REG1707
1279,27/06/2024, POS Billing,4087,REG1820
1280,04/07/2024, POS Billing,3943,REG1935
1281,11/07/2024, POS Billing,933,REG2041
1282,25/07/2024, POS Billing,3342.5,REG2265
1283,01/08/2024, POS Billing,1789,REG2340
1284,08/08/2024, POS Billing,3477,REG2455
1285,22/08/2024, POS Billing,4243,REG2636
1286,29/08/2024, POS Billing,10061,REG2742
1287,26/09/2024, POS Billing,3396,REG3154
1288,03/10/2024, POS Billing,3002,REG3243
1289,10/10/2024, POS Billing,11234,REG3383
1290,11/10/2024, POS Billing,312,REG3403
1291,07/11/2024, POS Billing,5609,REG3777
1292,21/11/2024, POS Billing,2322,REG3949
1293,28/11/2024, POS Billing,3075,REG4058
1294,05/12/2024, POS Billing,1091,REG4162
1295,12/07/2024, POS Billing,905,REG2065
1296,11/05/2024, POS Billing,2070,REG1153
1297,17/05/2024, POS Billing,1430,REG1251
1298,01/06/2024, POS Billing,3480,REG1449
1299,07/06/2024, POS Billing,3454,REG1499
1300,15/06/2024, POS Billing,1825,REG1623
1301,29/06/2024, POS Billing,1670,REG1854
1302,05/07/2024, POS Billing,1365,REG1959
1303,13/07/2024, POS Billing,3364,REG2076
1304,20/07/2024, POS Billing,2915,REG2189
1305,03/08/2024, POS Billing,3705,REG2377
1306,10/08/2024, POS Billing,1521,REG2479
1307,31/08/2024, POS Billing,1350,REG2774
1308,13/09/2024, POS Billing,2620,REG2971
1309,04/10/2024, POS Billing,3463,REG3270
1310,18/10/2024, POS Billing,2509,REG3504
1311,25/10/2024, POS Billing,4639,REG3593
1312,01/11/2024, POS Billing,3533,REG3682
1313,16/11/2024, POS Billing,5650,REG3886
1314,07/12/2024, POS Billing,1862,REG4195
1315,06/05/2024, POS Billing,1771,REG1066
1316,14/05/2024, POS Billing,548,REG1184
1317,21/05/2024, POS Billing,842,REG1286
1318,04/06/2024, POS Billing,2832,REG1485
1319,25/06/2024, POS Billing,476,REG1780
1320,01/07/2024, POS Billing,756,REG1895
1321,08/07/2024, POS Billing,390,REG2005
1322,16/07/2024, POS Billing,1217,REG2114
1323,23/07/2024, POS Billing,444,REG2226
1324,06/08/2024, POS Billing,2000,REG2415
1325,13/08/2024, POS Billing,1332,REG2528
1326,27/08/2024, POS Billing,1488,REG2704
1327,03/09/2024, POS Billing,2599,REG2817
1328,09/09/2024, POS Billing,1005,REG2911
1329,24/09/2024, POS Billing,2233,REG3115
1330,30/09/2024, POS Billing,2956,REG3218
1331,21/10/2024, POS Billing,2961,REG3530
1332,28/10/2024, POS Billing,380,REG3635
1333,05/11/2024, POS Billing,3004,REG3722
1334,11/11/2024, POS Billing,1977,REG3826
1335,18/11/2024, POS Billing,990,REG3923
1336,25/11/2024, POS Billing,544,REG4008
1337,02/12/2024, POS Billing,1334,REG4128
1338,09/12/2024, POS Billing,2035,REG4229
1339,04/05/2024, POS Billing,4000,REG1045
1340,06/05/2024, POS Billing,1160,REG1076
1341,13/05/2024, POS Billing,3260,REG1162
1342,21/05/2024, POS Billing,4000,REG1282
1343,28/05/2024, POS Billing,4710,REG1385
1344,04/06/2024, POS Billing,2940.8,REG1484
1345,10/06/2024, POS Billing,3881,REG1573
1346,25/06/2024, POS Billing,5135,REG1786
1347,02/07/2024, POS Billing,5856,REG1900
1348,16/07/2024, POS Billing,4636,REG2122
1349,23/07/2024, POS Billing,4080,REG2216
1350,30/07/2024, POS Billing,4120,REG2312
1351,06/08/2024, POS Billing,4596,REG2420
1352,10/08/2024, POS Billing,1160,REG2498
1353,27/08/2024, POS Billing,1610,REG2710
1354,03/09/2024, POS Billing,2560,REG2805
1355,10/09/2024, POS Billing,785,REG2917
1356,14/09/2024, POS Billing,3140,REG2988
1357,24/09/2024, POS Billing,4800,REG3119
1358,08/10/2024, POS Billing,4700,REG3321
1359,15/10/2024, POS Billing,3060,REG3430
1360,21/10/2024, POS Billing,785,REG3526
1361,05/11/2024, POS Billing,4015,REG3721
1362,18/11/2024, POS Billing,3240,REG3922
1363,25/11/2024, POS Billing,1620,REG4014
1364,09/12/2024, POS Billing,820,REG4233
1365,15/05/2024, POS Billing,2232,REG1203
1366,13/06/2024, POS Billing,1484,REG1583
1367,19/06/2024, POS Billing,1883,REG1690
1368,26/06/2024, POS Billing,1641,REG1801
1369,04/07/2024, POS Billing,787,REG1929
1370,10/07/2024, POS Billing,924,REG2023
1371,17/07/2024, POS Billing,1691,REG2140
1372,07/08/2024, POS Billing,1779,REG2439
1373,15/08/2024, POS Billing,223,REG2556
1374,28/08/2024, POS Billing,1788,REG2726
1375,11/09/2024, POS Billing,1701,REG2928
1376,19/09/2024, POS Billing,600,REG3043
1377,26/09/2024, POS Billing,833,REG3147
1378,10/10/2024, POS Billing,3294,REG3356
1379,06/11/2024, POS Billing,1757,REG3740
1380,27/11/2024, POS Billing,1127,REG4028
1381,13/06/2024, POS Billing,120,REG1587
1382,19/06/2024, POS Billing,120,REG1694
1383,26/06/2024, POS Billing,1063,REG1804
1384,17/07/2024, POS Billing,1620,REG2143
1385,07/08/2024, POS Billing,1362,REG2443
1386,02/05/2024, POS Billing,9453,REG1014
1387,30/05/2024, POS Billing,8654,REG1432
1388,27/06/2024, POS Billing,10150,REG1825
1389,04/07/2024, POS Billing,2301,REG1940
1390,11/07/2024, POS Billing,1742,REG2046
1391,18/07/2024, POS Billing,8299,REG2160
1392,25/07/2024, POS Billing,834,REG2267
1393,01/08/2024, POS Billing,4539,REG2352
1394,08/08/2024, POS Billing,4613,REG2471
1395,15/08/2024, POS Billing,10063,REG2562
1396,22/08/2024, POS Billing,1712,REG2643
1397,29/08/2024, POS Billing,7127,REG2746
1398,12/09/2024, POS Billing,3831,REG2964
1399,03/10/2024, POS Billing,8357,REG3251
1400,10/10/2024, POS Billing,1092,REG3368
1401,17/10/2024, POS Billing,8723,REG3479
1402,01/11/2024, POS Billing,4041,REG3677
1403,07/11/2024, POS Billing,3682,REG3778
1404,14/11/2024, POS Billing,5311,REG3880
1405,28/11/2024, POS Billing,2544,REG4072
1406,05/12/2024, POS Billing,6189,REG4178
1407,17/05/2024, POS Billing,205,REG1249
1408,28/05/2024, POS Billing,218,REG1398
1409,14/06/2024, POS Billing,2590,REG1619
1410,26/06/2024, POS Billing,476,REG1799
1411,15/07/2024, POS Billing,605,REG2105
1412,20/07/2024, POS Billing,4597.8,REG2199
1413,25/07/2024, POS Billing,192,REG2256
1414,09/08/2024, POS Billing,804.75,REG2476
1415,10/08/2024, POS Billing,140,REG2502
1416,13/08/2024, POS Billing,212,REG2545
1417,17/08/2024, POS Billing,200,REG2605
1418,24/08/2024, POS Billing,2520,REG2656
1419,03/09/2024, POS Billing,212,REG2819
1420,07/10/2024, POS Billing,1142,REG3294
1421,10/10/2024, POS Billing,2041,REG3357
1422,01/11/2024, POS Billing,210,REG3694
1423,19/11/2024, POS Billing,84,REG3931
1424,23/11/2024, POS Billing,570,REG3988
1425,11/05/2024, POS Billing,1294,REG1149
1426,15/06/2024, POS Billing,1686,REG1631
1427,20/07/2024, POS Billing,2046,REG2193
1428,17/08/2024, POS Billing,1649,REG2586
1429,27/09/2024, POS Billing,3273,REG3179
1430,26/10/2024, POS Billing,3244,REG3598
1431,23/11/2024, POS Billing,3186,REG3986
1432,27/05/2024, POS Billing,2632,REG1369
1433,24/06/2024, POS Billing,3903,REG1768
1434,22/07/2024, POS Billing,3545,REG2215
1435,19/08/2024, POS Billing,6697,REG2614
1436,23/09/2024, POS Billing,3781,REG3109
1437,14/10/2024, POS Billing,4341,REG3424
1438,02/12/2024, POS Billing,3532,REG4103
1439,01/05/2024, POS Billing,2677,REG988
1440,15/05/2024, POS Billing,1452,REG1202
1441,22/05/2024, POS Billing,1625,REG1300
1442,13/06/2024, POS Billing,2367,REG1580
1443,20/06/2024, POS Billing,702,REG1701
1444,27/06/2024, POS Billing,1758,REG1811
1445,03/07/2024, POS Billing,1669,REG1914
1446,17/07/2024, POS Billing,2190,REG2137
1447,24/07/2024, POS Billing,2192,REG2241
1448,31/07/2024, POS Billing,1207,REG2326
1449,07/08/2024, POS Billing,2588,REG2436
1450,22/08/2024, POS Billing,941,REG2619
1451,28/08/2024, POS Billing,2172,REG2724
1452,04/09/2024, POS Billing,1108,REG2830
1453,11/09/2024, POS Billing,1773,REG2926
1454,18/09/2024, POS Billing,1928,REG3031
1455,25/09/2024, POS Billing,1852,REG3133
1456,02/10/2024, POS Billing,1973,REG3232
1457,09/10/2024, POS Billing,1843,REG3340
1458,23/10/2024, POS Billing,2603,REG3552
1459,29/10/2024, POS Billing,1479,REG3657
1460,06/11/2024, POS Billing,1199,REG3738
1461,13/11/2024, POS Billing,2259,REG3848
1462,27/11/2024, POS Billing,1652,REG4025
1463,04/12/2024, POS Billing,1406,REG4143
1464,01/05/2024, POS Billing,2894,REG993
1465,15/05/2024, POS Billing,2740,REG1209
1466,22/05/2024, POS Billing,2466,REG1306
1467,13/06/2024, POS Billing,4931,REG1588
1468,19/06/2024, POS Billing,910,REG1696
1469,26/06/2024, POS Billing,1404,REG1807
1470,03/07/2024, POS Billing,2330,REG1922
1471,10/07/2024, POS Billing,2823,REG2028
1472,17/07/2024, POS Billing,740,REG2147
1473,24/07/2024, POS Billing,2849,REG2247
1474,07/08/2024, POS Billing,2639,REG2446
1475,15/08/2024, POS Billing,2426,REG2551
1476,22/08/2024, POS Billing,2610,REG2626
1477,28/08/2024, POS Billing,3308,REG2731
1478,04/09/2024, POS Billing,2335,REG2838
1479,11/09/2024, POS Billing,3370,REG2932
1480,18/09/2024, POS Billing,1556,REG3040
1481,25/09/2024, POS Billing,3911,REG3142
1482,09/10/2024, POS Billing,2688,REG3346
1483,16/10/2024, POS Billing,3697,REG3456
1484,29/10/2024, POS Billing,2670,REG3649
1485,06/11/2024, POS Billing,5376,REG3746
1486,21/11/2024, POS Billing,1451,REG3933
1487,27/11/2024, POS Billing,4150,REG4031
1488,07/05/2024, POS Billing,742,REG1088
1489,14/05/2024, POS Billing,718,REG1200
1490,22/05/2024, POS Billing,1232,REG1298
1491,28/05/2024, POS Billing,736,REG1389
1492,12/06/2024, POS Billing,1138,REG1578
1493,18/06/2024, POS Billing,668,REG1674
1494,25/06/2024, POS Billing,1899,REG1791
1495,02/07/2024, POS Billing,1521,REG1903
1496,09/07/2024, POS Billing,1191,REG2012
1497,16/07/2024, POS Billing,1286,REG2127
1498,24/07/2024, POS Billing,425,REG2240
1499,31/07/2024, POS Billing,1221,REG2314
1500,06/08/2024, POS Billing,1325,REG2424
1501,13/08/2024, POS Billing,1094,REG2536
1502,28/05/2024, POS Billing,992,REG1386
1503,17/06/2024, POS Billing,773.5,REG1656
1504,18/06/2024, POS Billing,722,REG1671
1505,01/07/2024, POS Billing,755,REG1886
1506,25/07/2024, POS Billing,462,REG2255
1507,17/09/2024, POS Billing,1791.5,REG3020
1508,30/09/2024, POS Billing,1089,REG3199
1509,16/10/2024, POS Billing,1577.5,REG3446
1510,12/11/2024, POS Billing,1590,REG3832
1511,23/11/2024, POS Billing,1035.5,REG3968
1512,02/05/2024, POS Billing,1208,REG1016
1513,09/05/2024, POS Billing,240,REG1129
1514,23/05/2024, POS Billing,2312,REG1330
1515,07/06/2024, POS Billing,1637,REG1518
1516,20/06/2024, POS Billing,1480,REG1724
1517,27/06/2024, POS Billing,1927,REG1837
1518,04/07/2024, POS Billing,753,REG1949
1519,11/07/2024, POS Billing,2177,REG2050
1520,18/07/2024, POS Billing,3563,REG2164
1521,25/07/2024, POS Billing,1148,REG2274
1522,26/07/2024, POS Billing,500,REG2286
1523,02/08/2024, POS Billing,2596,REG2359
1524,15/08/2024, POS Billing,1268,REG2565
1525,22/08/2024, POS Billing,3569,REG2641
1526,04/09/2024, POS Billing,1435,REG2851
1527,12/09/2024, POS Billing,952,REG2953
1528,19/09/2024, POS Billing,3276,REG3057
1529,26/09/2024, POS Billing,2452,REG3161
1530,10/10/2024, POS Billing,2278,REG3372
1531,17/10/2024, POS Billing,970,REG3474
1532,24/10/2024, POS Billing,2639,REG3582
1533,02/05/2024, POS Billing,1599,REG1005
1534,09/05/2024, POS Billing,1280,REG1118
1535,16/05/2024, POS Billing,1054,REG1225
1536,27/05/2024, POS Billing,494,REG1371
1537,31/05/2024, POS Billing,4329,REG1437
1538,07/06/2024, POS Billing,1851,REG1520
1539,14/06/2024, POS Billing,2523,REG1609
1540,20/06/2024, POS Billing,2263,REG1721
1541,27/06/2024, POS Billing,2611,REG1828
1542,04/07/2024, POS Billing,4204,REG1943
1543,11/07/2024, POS Billing,1274,REG2049
1544,18/07/2024, POS Billing,2868,REG2162
1545,25/07/2024, POS Billing,1748,REG2271
1546,01/08/2024, POS Billing,4822,REG2347
1547,08/08/2024, POS Billing,4067,REG2459
1548,15/08/2024, POS Billing,2795,REG2563
1549,22/08/2024, POS Billing,2470,REG2640
1550,29/08/2024, POS Billing,2924,REG2749
1551,31/08/2024, POS Billing,285,REG2765
1552,04/09/2024, POS Billing,4354,REG2848
1553,12/09/2024, POS Billing,1332,REG2952
1554,12/09/2024, POS Billing,3958,REG2951
1555,19/09/2024, POS Billing,2466,REG3053
1556,26/09/2024, POS Billing,1545,REG3158
1557,03/10/2024, POS Billing,2013,REG3260
1558,10/10/2024, POS Billing,2023,REG3386
1559,15/10/2024, POS Billing,3622,REG3442
1560,18/10/2024, POS Billing,960,REG3490
1561,21/10/2024, POS Billing,810,REG3532
1562,24/10/2024, POS Billing,580,REG3571
1563,01/11/2024, POS Billing,1798,REG3678
1564,07/11/2024, POS Billing,1634,REG3779
1565,15/11/2024, POS Billing,650,REG3883
1566,22/11/2024, POS Billing,3111,REG3964
1567,29/11/2024, POS Billing,1183,REG4073
1568,05/12/2024, POS Billing,6629,REG4166
1569,01/06/2024, POS Billing,1142,REG1448
1570,07/06/2024, POS Billing,1043,REG1498
1571,15/06/2024, POS Billing,709,REG1622
1572,22/06/2024, POS Billing,1153,REG1740
1573,29/06/2024, POS Billing,627,REG1853
1574,05/07/2024, POS Billing,591,REG1956
1575,13/07/2024, POS Billing,983,REG2075
1576,20/07/2024, POS Billing,976,REG2188
1577,03/08/2024, POS Billing,1244,REG2376
1578,10/08/2024, POS Billing,995,REG2478
1579,17/08/2024, POS Billing,818,REG2595
1580,24/08/2024, POS Billing,803,REG2673
1581,31/08/2024, POS Billing,1168,REG2783
1582,06/09/2024, POS Billing,830,REG2882
1583,13/09/2024, POS Billing,648,REG2970
1584,20/09/2024, POS Billing,856,REG3075
1585,27/09/2024, POS Billing,701,REG3176
1586,04/10/2024, POS Billing,1297,REG3269
1587,11/10/2024, POS Billing,750,REG3389
1588,18/10/2024, POS Billing,1337,REG3503
1589,25/10/2024, POS Billing,1248,REG3592
1590,01/11/2024, POS Billing,875,REG3681
1591,09/11/2024, POS Billing,1052,REG3784
1592,16/11/2024, POS Billing,927,REG3896
1593,23/11/2024, POS Billing,489,REG3972
1594,30/11/2024, POS Billing,1077,REG4086
1595,07/12/2024, POS Billing,1034,REG4194
1596,28/05/2024, POS Billing,2099,REG1392
1597,02/07/2024, POS Billing,2380,REG1904
1598,06/08/2024, POS Billing,1952,REG2425
1599,08/10/2024, POS Billing,2888,REG3336
1600,19/11/2024, POS Billing,3131,REG3928
1601,06/05/2024, POS Billing,3435,REG1068
1602,14/05/2024, POS Billing,3206,REG1179
1603,21/05/2024, POS Billing,3451,REG1283
1604,27/05/2024, POS Billing,2474,REG1384
1605,04/06/2024, POS Billing,2703,REG1483
1606,10/06/2024, POS Billing,3674,REG1572
1607,18/06/2024, POS Billing,3743,REG1663
1608,25/06/2024, POS Billing,4334,REG1776
1609,01/07/2024, POS Billing,2641,REG1894
1610,08/07/2024, POS Billing,2978,REG2004
1611,15/07/2024, POS Billing,850,REG2090
1612,16/07/2024, POS Billing,3843,REG2121
1613,23/07/2024, POS Billing,3291,REG2223
1614,30/07/2024, POS Billing,4188,REG2301
1615,31/07/2024, POS Billing,250,REG2336
1616,06/08/2024, POS Billing,3489,REG2412
1617,13/08/2024, POS Billing,3808,REG2532
1618,22/08/2024, POS Billing,1708,REG2630
1619,27/08/2024, POS Billing,70,REG2722
1620,27/08/2024, POS Billing,3589,REG2702
1621,03/09/2024, POS Billing,4403,REG2810
1622,09/09/2024, POS Billing,4672,REG2908
1623,17/09/2024, POS Billing,3403,REG3012
1624,18/09/2024, POS Billing,110,REG3030
1625,24/09/2024, POS Billing,4981,REG3123
1626,30/09/2024, POS Billing,2592,REG3215
1627,08/10/2024, POS Billing,3434,REG3322
1628,15/10/2024, POS Billing,4678,REG3431
1629,21/10/2024, POS Billing,4718,REG3528
1630,28/10/2024, POS Billing,2876,REG3633
1631,05/11/2024, POS Billing,3336,REG3720
1632,11/11/2024, POS Billing,3418,REG3831
1633,18/11/2024, POS Billing,2118,REG3915
1634,25/11/2024, POS Billing,4194,REG4013
1635,28/11/2024, POS Billing,106,REG4050
1636,02/12/2024, POS Billing,4688,REG4131
1637,10/12/2024, POS Billing,3305,REG4241
1638,24/06/2024, POS Billing,2490,REG1770
1639,16/07/2024, POS Billing,6120,REG2135
1640,07/08/2024, POS Billing,1360,REG2435
1641,03/09/2024, POS Billing,12060,REG2820
1642,08/08/2024, POS Billing,1109,REG2470
1643,22/08/2024, POS Billing,792,REG2642
1644,19/09/2024, POS Billing,184,REG3045
1645,26/09/2024, POS Billing,295,REG3148
1646,17/10/2024, POS Billing,1373,REG3486
1647,21/11/2024, POS Billing,3933,REG3957
1648,05/12/2024, POS Billing,5574,REG4172
1649,03/05/2024, POS Billing,670,REG1023
1650,09/05/2024, POS Billing,5206,REG1119
1651,23/05/2024, POS Billing,2390,REG1321
1652,30/05/2024, POS Billing,6443,REG1425
1653,07/06/2024, POS Billing,1192,REG1532
1654,20/06/2024, POS Billing,2729,REG1710
1655,27/06/2024, POS Billing,1973,REG1831
1656,04/07/2024, POS Billing,2444,REG1937
1657,12/07/2024, POS Billing,2060,REG2064
1658,18/07/2024, POS Billing,2978,REG2167
1659,25/07/2024, POS Billing,3340,REG2277
1660,01/08/2024, POS Billing,2489,REG2353
1661,08/08/2024, POS Billing,2176,REG2466
1662,15/08/2024, POS Billing,2985,REG2569
1663,22/08/2024, POS Billing,2405,REG2645
1664,29/08/2024, POS Billing,2608,REG2752
1665,04/09/2024, POS Billing,2116,REG2855
1666,12/09/2024, POS Billing,2851,REG2957
1667,20/09/2024, POS Billing,3474,REG3068
1668,26/09/2024, POS Billing,2270,REG3163
1669,03/10/2024, POS Billing,2834,REG3250
1670,10/10/2024, POS Billing,4536,REG3367
1671,18/10/2024, POS Billing,2624,REG3489
1672,24/10/2024, POS Billing,3049,REG3575
1673,01/11/2024, POS Billing,2096,REG3675
1674,07/11/2024, POS Billing,2162,REG3775
1675,15/11/2024, POS Billing,1154,REG3882
1676,21/11/2024, POS Billing,1745,REG3961
1677,05/12/2024, POS Billing,2984,REG4163
1678,17/05/2024, POS Billing,850,REG1248
1679,06/07/2024, POS Billing,850,REG1974
1680,20/07/2024, POS Billing,850,REG2185
1681,03/08/2024, POS Billing,850,REG2372
1682,10/08/2024, POS Billing,850,REG2496
1683,24/08/2024, POS Billing,850,REG2665
1684,27/09/2024, POS Billing,850,REG3192
1685,18/10/2024, POS Billing,850,REG3499
1686,09/11/2024, POS Billing,850,REG3788
1687,30/11/2024, POS Billing,850,REG4083
1688,07/12/2024, POS Billing,850,REG4191
1689,18/05/2024, POS Billing,380,REG1260
1690,22/06/2024, POS Billing,380,REG1744
1691,13/07/2024, POS Billing,380,REG2087
1692,10/08/2024, POS Billing,420,REG2484
1693,20/09/2024, POS Billing,420,REG3078
1694,26/10/2024, POS Billing,420,REG3613
1695,07/12/2024, POS Billing,420,REG4199
1696,16/05/2024, POS Billing,395.5,REG1236
1697,21/05/2024, POS Billing,55.5,REG1297
1698,03/06/2024, POS Billing,181,REG1477
1699,10/06/2024, POS Billing,640.75,REG1562
1700,15/06/2024, POS Billing,250,REG1641
1701,16/07/2024, POS Billing,480,REG2136
1702,25/07/2024, POS Billing,40,REG2284
1703,10/08/2024, POS Billing,128,REG2499
1704,10/08/2024, POS Billing,58,REG2500
1705,17/08/2024, POS Billing,194,REG2606
1706,22/08/2024, POS Billing,90,REG2631
1707,24/08/2024, POS Billing,572.25,REG2682
1708,06/09/2024, POS Billing,70,REG2891
1709,20/09/2024, POS Billing,74,REG3069
1710,23/09/2024, POS Billing,162,REG3110
1711,10/10/2024, POS Billing,104,REG3359
1712,28/10/2024, POS Billing,104,REG3629
1713,29/10/2024, POS Billing,739.25,REG3661
1714,21/11/2024, POS Billing,163,REG3942
1715,09/12/2024, POS Billing,212,REG4210
1716,14/05/2024, POS Billing,5885,REG1197
1717,18/06/2024, POS Billing,7164,REG1681
1718,16/07/2024, POS Billing,6689,REG2131
1719,13/08/2024, POS Billing,6804,REG2541
1720,03/09/2024, POS Billing,3058,REG2825
1721,10/09/2024, POS Billing,2092,REG2918
1722,25/09/2024, POS Billing,5040,REG3130
1723,29/10/2024, POS Billing,8713,REG3645
1724,26/11/2024, POS Billing,8066,REG4019
1725,25/07/2024, POS Billing,2231,REG2254
1726,05/08/2024, POS Billing,710,REG2405
1727,12/08/2024, POS Billing,122,REG2519
1728,13/08/2024, POS Billing,333,REG2544
1729,25/09/2024, POS Billing,757,REG3143
1730,07/10/2024, POS Billing,521,REG3314
1731,12/11/2024, POS Billing,1921,REG3842
1732,16/11/2024, POS Billing,846,REG3887
1733,27/11/2024, POS Billing,1021,REG4044
1734,04/12/2024, POS Billing,575,REG4142
1735,06/05/2024, POS Billing,442,REG1070
1736,27/05/2024, POS Billing,987,REG1381
1737,10/06/2024, POS Billing,2371,REG1561
1738,18/06/2024, POS Billing,1332.5,REG1665
1739,25/06/2024, POS Billing,2454,REG1779
1740,08/07/2024, POS Billing,1859.5,REG2001
1741,16/07/2024, POS Billing,2969.5,REG2118
1742,23/07/2024, POS Billing,1663,REG2225
1743,24/07/2024, POS Billing,162,REG2252
1744,30/07/2024, POS Billing,1637.5,REG2313
1745,06/08/2024, POS Billing,2798,REG2414
1746,13/08/2024, POS Billing,3876,REG2533
1747,27/08/2024, POS Billing,3422,REG2711
1748,03/09/2024, POS Billing,2848,REG2807
1749,09/09/2024, POS Billing,1929.5,REG2910
1750,24/09/2024, POS Billing,2334,REG3121
1751,08/10/2024, POS Billing,3365,REG3325
1752,15/10/2024, POS Billing,3673,REG3434
1753,05/11/2024, POS Billing,1638,REG3717
1754,11/11/2024, POS Billing,2666,REG3828
1755,18/11/2024, POS Billing,2932,REG3919
1756,25/11/2024, POS Billing,3079.5,REG4010
1757,03/12/2024, POS Billing,4439,REG4141
1758,09/12/2024, POS Billing,4175.5,REG4231
1759,01/05/2024, POS Billing,236,REG992
1760,08/05/2024, POS Billing,2782,REG1096
1761,22/05/2024, POS Billing,1832,REG1305
1762,29/05/2024, POS Billing,2453,REG1406
1763,13/06/2024, POS Billing,2297,REG1589
1764,26/06/2024, POS Billing,1219,REG1806
1765,03/07/2024, POS Billing,1865,REG1924
1766,10/07/2024, POS Billing,2060,REG2029
1767,17/07/2024, POS Billing,559,REG2146
1768,24/07/2024, POS Billing,1280,REG2246
1769,07/08/2024, POS Billing,2054,REG2447
1770,15/08/2024, POS Billing,1218,REG2555
1771,22/08/2024, POS Billing,2007,REG2624
1772,04/09/2024, POS Billing,2247,REG2836
1773,11/09/2024, POS Billing,2278,REG2934
1774,18/09/2024, POS Billing,1145,REG3036
1775,25/09/2024, POS Billing,1050,REG3141
1776,02/10/2024, POS Billing,2500,REG3236
1777,09/10/2024, POS Billing,2094,REG3348
1778,16/10/2024, POS Billing,4215,REG3455
1779,16/10/2024, POS Billing,4215,
1780,23/10/2024, POS Billing,1667,REG3556
1781,29/10/2024, POS Billing,1260,REG3654
1782,06/11/2024, POS Billing,3530,REG3745
1783,13/11/2024, POS Billing,1304,REG3853
1784,21/11/2024, POS Billing,857,REG3935
1785,27/11/2024, POS Billing,1980,REG4032
1786,04/12/2024, POS Billing,1152,REG4149
1787,11/05/2024, POS Billing,1868,REG1142
1788,16/05/2024, POS Billing,440,REG1234
1789,01/06/2024, POS Billing,360,REG1440
1790,22/06/2024, POS Billing,2843,REG1731
1791,17/08/2024, POS Billing,2668,REG2588
1792,13/09/2024, POS Billing,1115,REG2982
1793,20/09/2024, POS Billing,1215,REG3085
1794,11/10/2024, POS Billing,1293,REG3397
1795,26/10/2024, POS Billing,2110,REG3607
1796,09/11/2024, POS Billing,1108,REG3790
1797,30/11/2024, POS Billing,1565,REG4077
1798,04/05/2024, POS Billing,1528,REG1029
1799,11/05/2024, POS Billing,1129,REG1139
1800,17/05/2024, POS Billing,1385.5,REG1245
1801,01/06/2024, POS Billing,925,REG1443
1802,07/06/2024, POS Billing,1156,REG1509
1803,15/06/2024, POS Billing,1136,REG1629
1804,22/06/2024, POS Billing,805,REG1735
1805,29/06/2024, POS Billing,1189,REG1846
